11020	55
11037	2
11043	1
11044	2
11057	1
11058	1
11072	42
11209	43
11225	2
11235	62
11237	2
11250	36
11263	43
11306	50
11310	70
11312	2
11317	42
11318	1
11324	83
11329	77
11650	64
14278	65
14897	2
14966	2
14977	58
14980	1
14984	44
15145	2
15338	46
15378	2
15648	2
15675	1
16076	1
16079	2
16093	54
16165	1
16324	2
16504	1
16546	2
16584	77
16621	1
16717	56
17101	1
17103	50
17104	57
17122	2
17146	54
17594	2
17633	1
17670	50
17701	2
17704	2
17726	1
17795	85
18254	2
18269	2
18474	46
18529	1
18564	62
18701	2
19467	70
19468	2
19469	1
19470	50
19507	75
20669	2
20670	79
20673	1
20679	2
20686	66
20688	2
20703	2
20861	1
20962	2
21070	2
21240	2
21360	62
21415	2
22284	51
22285	45
22288	2
22310	2
22313	1
22338	78
22462	2
22777	65
22806	1
22985	1
23004	87
23041	2
23098	51
23167	52
24216	1
24220	2
24222	37
24262	46
24294	1
24300	1
24302	2
24724	2
24873	1
25417	46
25437	2
25739	67
25756	1
26889	68
26965	2
27163	2
27249	59
27284	2
27348	2
27586	1
27798	37
27840	2
27908	2
27938	36
28055	2
28063	46
28083	63
28122	2
28222	2
31136	2
31138	2
31148	2
31172	42
31265	2
31456	56
31625	53
31651	61
31724	37
32235	1
32236	49
32237	2
32239	71
32795	2
32798	42
32799	58
32801	2
32811	76
32818	2
32823	56
32833	2
32835	40
32891	2
32971	86
32976	2
33047	2
33085	2
33109	38
33112	2
33162	42
33307	2
33338	36
33444	38
33480	2
33579	2
33599	58
33635	2
33670	1
33757	55
33783	2
34629	66
34657	1
34908	47
35034	54
35197	1
35210	2
35255	38
35300	2
35304	1
35368	2
35404	46
35447	1

