11018	48
11020	59
11021	51
11023	1
11026	60
11031	50
11037	53
11043	23
11044	50
11057	71
11058	2
11070	53
11072	59
11082	26
11088	59
11112	43
11121	71
11147	74
11149	32
11174	1
11219	49
11224	48
11235	89
11237	70
11250	73
11253	58
11257	23
11310	78
11311	73
11313	2
11314	64
11315	83
11317	48
11318	1
11319	22
11322	65
11324	45
11331	35
11332	52
11333	86
11337	50
11340	68
11650	1
11651	32
11654	1
11655	61
11659	35
11869	33
11871	60
14217	55
14218	49
14219	25
14220	2
14223	49
14227	68
14229	1
14234	22
14235	68
14256	1
14257	74
14268	27
14614	51
14615	2
14669	40
14817	39
14880	41
14886	90
14897	43
14965	53
14966	44
14980	1
14984	2
15145	35
15200	2
15416	42
15461	2
15484	41
15586	71
15607	73
15618	1
15648	1
16064	80
16065	1
16067	72
16068	62
16070	46
16072	52
16074	2
16075	57
16077	74
16079	31
16080	2
16363	43
16414	61
16416	72
16483	74
16504	1
16531	54
16546	55
16577	50
17102	52
17103	85
17117	60
17119	76
17126	27
17128	32
17130	2
17131	46
17136	2
17187	60
17202	31
17305	25
17594	45
17611	53
17633	62
17670	78
17701	63
17702	57
17704	25
17713	86
18251	27
18253	45
18269	92
18296	38
18394	26
18461	39
18630	65
18676	1
18701	58
18738	41
18739	43
18903	77
18917	2
19466	68
19470	72
20667	2
20668	64
20669	36
20671	1
20674	61
20677	89
20682	63
20683	2
20686	72
20688	68
20698	22
20846	56
20861	1
20917	74
20962	50
20996	32
21262	65
21280	81
21338	32
21383	74
21451	2
22283	31
22286	43
22287	66
22288	2
22289	44
22291	35
22295	2
22297	1
22310	25
22338	2
22417	43
22588	51
22703	31
22781	61
22790	53
22806	2
22901	75
22936	49
22966	2
22985	32
24222	31
24240	55
24262	1
24294	32
24296	66
24299	39
24300	63
24301	32
24302	2
24307	27
24312	70
24724	69
24873	38
24896	63
25291	24
25306	71
25369	38
25417	36
25486	41
25739	23
26834	60
26835	1
26844	65
26846	33
26854	51
26876	2
26889	71
26965	26
27043	2
27094	70
27249	49
27284	37
27348	50
27545	1
27586	2
27672	2
27736	55
27738	2
27785	2
27938	69
27981	55
28021	51
28083	57
28104	71
28122	1
28183	1
28193	1
31134	2
31138	27
31140	2
31142	2
31145	63
31148	2
31154	2
31172	1
31238	58
31651	69
31725	40
32235	34
32384	73
32391	46
32402	63
32425	57
32796	26
32797	31
32799	1
32804	50
32805	41
32807	53
32810	2
32814	65
32818	2
32821	22
32835	81
32881	2
32964	27
33043	73
33047	45
33125	2
33307	60
33390	68
33415	1
33491	1
33521	30
33550	1
33670	33
33711	82
33718	71
33778	48
33802	42
33813	59
34629	65
34632	83
34635	71
34639	30
34642	2
34645	1
34648	2
34908	50
34999	58
35034	54
35091	51
35171	62
35181	37
35210	54
35236	41
35255	1
35286	2
35309	69
35320	1
35339	2
35365	65
35384	1
35404	36
35407	31
35447	68
